transaction_id,customer_id,date,amount,payment_method,bank,category,status
3321,106,2024-06-10,2795.62,Wallet,Amazon Pay,Groceries,Success
3322,993,2024-04-01,3104.1,UPI,PNB,Entertainment,Success
3323,241,2024-10-18,1772.36,UPI,PNB,Food,Success
3324,703,2024-09-11,74192.42,Credit Card,ICICI,Electronics,Success
3325,983,2024-12-31,4865.41,Debit Card,ICICI,Travel,Success
3326,376,2024-06-24,39650.23,Cash,N/A,Electronics,Success
3327,111,2024-07-21,8311.84,UPI,HDFC,Clothing,Success
3328,986,2024-05-13,12191.49,Wallet,Mobikwik,Travel,Success
3329,111,2024-12-23,24091.05,UPI,HDFC,Travel,Failed
3330,263,2024-03-11,3262.64,Net Banking,Yes Bank,Utilities,Success
3331,381,2024-09-18,9895.32,Wallet,Amazon Pay,Healthcare,Success
3332,792,2024-04-12,4564.55,Credit Card,Kotak,Furniture,Success
3333,314,2024-12-25,46735.87,Debit Card,Axis,Electronics,Pending
3334,448,2024-07-22,7867.12,UPI,PNB,Travel,Success
3335,171,2024-05-16,3805.58,Net Banking,HDFC,Utilities,Failed
3336,643,2024-11-07,6756.27,Debit Card,ICICI,Healthcare,Success
3337,217,2024-05-26,1926.47,Cash,N/A,Education,Success
3338,818,2024-01-22,4042.72,Wallet,PhonePe,Groceries,Success
3339,621,2024-06-01,44366.61,Debit Card,ICICI,Travel,Success
3340,845,2024-11-16,28472.28,Debit Card,HDFC,Travel,Success
3341,978,2024-01-07,41530.48,Debit Card,HDFC,Travel,Success
3342,405,2024-07-17,2343.63,Net Banking,Kotak,Entertainment,Failed
3343,771,2024-09-02,6007.73,Wallet,PhonePe,Utilities,Success
3344,765,2024-01-01,1257.59,UPI,ICICI,Food,Pending
3345,396,2024-08-15,3670.87,Credit Card,HDFC,Groceries,Success
3346,370,2024-11-26,48555.73,Wallet,GooglePay,Travel,Success
3347,755,2024-11-30,630.07,UPI,SBI,Food,Success
3348,733,2024-08-21,6280.15,Wallet,Paytm,Travel,Pending
3349,680,2024-03-30,269.54,Wallet,PhonePe,Food,Success
3350,148,2024-12-21,2804.03,UPI,PNB,Utilities,Success
3351,132,2024-12-20,3389.04,Net Banking,Yes Bank,Clothing,Success
3352,204,2024-09-11,4169.21,Net Banking,HDFC,Groceries,Refunded
3353,193,2024-01-23,76774.6,Debit Card,BOB,Electronics,Success
3354,835,2024-04-13,585.82,Debit Card,HDFC,Healthcare,Success
3355,334,2024-01-01,1753.37,Net Banking,Kotak,Food,Refunded
3356,771,2024-04-28,608.71,UPI,Kotak,Food,Success
3357,316,2024-10-05,5724.36,Debit Card,BOB,Clothing,Success
3358,877,2024-06-13,2094.31,Cash,N/A,Entertainment,Success
3359,463,2024-05-29,12250.57,Net Banking,Yes Bank,Clothing,Success
3360,970,2024-08-09,48371.08,Credit Card,Axis,Electronics,Pending
3361,845,2024-08-26,37808.31,Wallet,PhonePe,Education,Pending
3362,479,2024-09-16,9062.13,Cash,N/A,Clothing,Failed
3363,605,2024-03-12,41286.87,Net Banking,SBI,Travel,Failed
3364,818,2024-09-13,515.59,UPI,Kotak,Utilities,Success
3365,697,2024-12-06,11147.73,Wallet,GooglePay,Clothing,Success
3366,564,2024-07-10,9375.59,Cash,N/A,Utilities,Success
3367,314,2024-07-27,18452.28,Wallet,Amazon Pay,Electronics,Success
3368,103,2024-04-06,1791.71,Cash,N/A,Food,Success
3369,195,2024-12-21,4912.48,Net Banking,ICICI,Healthcare,Failed
3370,698,2024-11-22,76148.27,Credit Card,HDFC,Electronics,Success
3371,333,2024-03-02,9529.99,Wallet,Paytm,Travel,Success
3372,982,2024-03-01,4729.89,Wallet,Amazon Pay,Groceries,Success
3373,959,2024-06-02,1999.96,Credit Card,Axis,Entertainment,Success
3374,256,2024-09-01,59740.28,Wallet,Amazon Pay,Furniture,Refunded
3375,505,2024-06-12,252.1,Wallet,Amazon Pay,Entertainment,Failed
3376,275,2024-10-02,34104.78,Cash,N/A,Electronics,Pending
3377,261,2024-09-08,790.94,Net Banking,SBI,Food,Success
3378,538,2024-02-17,20008.47,Wallet,Paytm,Electronics,Success
3379,265,2024-06-21,30299.35,Net Banking,SBI,Travel,Success
3380,508,2024-12-26,11219.49,Net Banking,SBI,Education,Success
3381,559,2024-10-30,1874.3,Net Banking,SBI,Food,Success
3382,374,2024-05-20,39429.63,Cash,N/A,Furniture,Success
3383,529,2024-12-23,4961.88,Net Banking,ICICI,Utilities,Failed
3384,792,2024-05-28,33810.14,UPI,PNB,Furniture,Success
3385,323,2024-04-11,24569.25,UPI,Axis,Education,Failed
3386,798,2024-03-31,314.99,Credit Card,ICICI,Groceries,Success
3387,545,2024-10-25,11822.26,Net Banking,Yes Bank,Education,Pending
3388,986,2024-02-21,2260.24,Wallet,Mobikwik,Clothing,Success
3389,886,2024-09-11,3992.25,Net Banking,SBI,Entertainment,Success
3390,103,2024-07-07,1152.65,Net Banking,SBI,Utilities,Success
3391,930,2024-12-25,428.0,UPI,ICICI,Groceries,Pending
3392,756,2024-07-02,20365.69,Credit Card,ICICI,Education,Success
3393,983,2024-02-14,19492.28,Credit Card,SBI,Furniture,Success
3394,538,2024-07-10,2703.77,UPI,PNB,Utilities,Success
3395,376,2024-02-29,493.58,Credit Card,ICICI,Utilities,Success
3396,265,2024-12-25,154.85,UPI,Kotak,Groceries,Failed
3397,818,2024-09-25,11752.9,UPI,ICICI,Healthcare,Pending
3398,928,2024-06-12,43071.11,Credit Card,ICICI,Travel,Success
3399,835,2024-09-02,5222.64,Net Banking,Kotak,Travel,Success
3400,698,2024-02-06,10072.82,Cash,N/A,Clothing,Failed
3401,130,2024-09-01,9899.68,UPI,Kotak,Utilities,Success
3402,579,2024-07-30,4694.28,Debit Card,PNB,Entertainment,Success
3403,801,2024-01-22,3925.1,UPI,HDFC,Entertainment,Success
3404,173,2024-07-19,30518.61,Credit Card,AMEX,Education,Pending
3405,835,2024-11-10,8898.57,Wallet,PhonePe,Utilities,Success
3406,352,2024-05-27,38768.41,Net Banking,Kotak,Education,Success
3407,132,2024-10-14,56505.71,Credit Card,AMEX,Electronics,Success
3408,821,2024-07-20,9343.69,Debit Card,ICICI,Healthcare,Failed
3409,957,2024-06-16,17122.04,Net Banking,Kotak,Healthcare,Success
3410,643,2024-12-18,69829.71,Wallet,Mobikwik,Furniture,Success
3411,605,2024-03-11,17185.23,Wallet,Amazon Pay,Education,Refunded
3412,651,2024-09-21,63505.22,Debit Card,BOB,Furniture,Success
3413,691,2024-05-27,51838.27,Debit Card,ICICI,Furniture,Pending
3414,241,2024-04-07,4864.47,Credit Card,Axis,Entertainment,Success
3415,376,2024-05-22,11995.43,Wallet,PhonePe,Healthcare,Failed
3416,928,2024-12-18,3880.32,Wallet,GooglePay,Healthcare,Success
3417,508,2024-06-13,39962.12,Cash,N/A,Travel,Success
3418,998,2024-05-29,10524.97,Wallet,GooglePay,Travel,Success
3419,845,2024-09-11,1303.61,Net Banking,Yes Bank,Entertainment,Success
3420,621,2024-08-23,3479.85,Debit Card,Axis,Utilities,Success
3421,325,2024-07-11,9840.29,UPI,SBI,Utilities,Success
3422,400,2024-09-10,46770.18,Cash,N/A,Education,Success
3423,804,2024-04-11,1114.76,Net Banking,Yes Bank,Healthcare,Refunded
3424,959,2024-02-25,22140.03,Debit Card,SBI,Education,Success
3425,325,2024-07-04,130.02,UPI,ICICI,Food,Success
3426,369,2024-05-17,11801.29,Wallet,Amazon Pay,Clothing,Success
3427,907,2024-10-17,69.22,Debit Card,Axis,Food,Success
3428,171,2024-08-08,11755.27,Cash,N/A,Travel,Pending
3429,786,2024-05-01,539.72,Cash,N/A,Clothing,Failed
3430,964,2024-07-15,27223.05,UPI,HDFC,Travel,Success
3431,848,2024-11-10,16210.05,UPI,SBI,Healthcare,Success
3432,488,2024-04-23,23137.48,Credit Card,ICICI,Travel,Pending
3433,821,2024-02-24,515.6,Debit Card,PNB,Food,Success
3434,796,2024-07-16,11062.7,UPI,SBI,Education,Success
3435,157,2024-08-14,11139.63,Net Banking,Kotak,Clothing,Failed
3436,350,2024-10-04,4182.06,Wallet,Amazon Pay,Healthcare,Success
3437,862,2024-06-24,201.51,Cash,N/A,Entertainment,Failed
3438,710,2024-04-15,808.13,UPI,Kotak,Entertainment,Failed
3439,545,2024-07-12,11863.44,Credit Card,ICICI,Clothing,Success
3440,573,2024-05-20,35832.21,Credit Card,SBI,Travel,Success
3441,316,2024-01-13,25163.22,Wallet,Paytm,Furniture,Success
3442,350,2024-07-18,35173.23,Net Banking,SBI,Furniture,Success
3443,998,2024-08-16,538.36,Debit Card,ICICI,Groceries,Success
3444,799,2024-05-13,8325.86,Credit Card,Kotak,Education,Success
3445,796,2024-09-28,42341.36,Net Banking,ICICI,Travel,Success
3446,847,2024-02-16,1567.18,Wallet,Mobikwik,Clothing,Success
3447,338,2024-09-25,9116.71,Debit Card,HDFC,Healthcare,Failed
3448,821,2024-04-05,20650.38,Credit Card,Kotak,Travel,Success
3449,127,2024-11-13,1166.59,Wallet,PhonePe,Food,Success
3450,316,2024-08-04,3696.43,Credit Card,Kotak,Clothing,Success
3451,130,2024-02-21,16364.07,Credit Card,Kotak,Healthcare,Success
3452,374,2024-10-10,3643.72,Credit Card,Kotak,Entertainment,Pending
3453,487,2024-01-05,4291.5,Debit Card,Axis,Entertainment,Failed
3454,758,2024-09-15,817.92,Credit Card,HDFC,Food,Success
3455,703,2024-05-03,83593.71,Cash,N/A,Furniture,Success
3456,423,2024-03-30,57217.66,Credit Card,AMEX,Electronics,Success
3457,792,2024-02-04,765.93,Debit Card,PNB,Groceries,Success
3458,771,2024-12-12,2796.55,Wallet,Amazon Pay,Groceries,Pending
3459,167,2024-11-27,3603.96,Cash,N/A,Utilities,Failed
3460,862,2024-07-27,7646.66,Net Banking,HDFC,Clothing,Failed
3461,467,2024-02-07,99476.74,Debit Card,SBI,Furniture,Success
3462,376,2024-07-14,1567.64,UPI,ICICI,Groceries,Success
3463,652,2024-01-09,21946.22,Wallet,PhonePe,Travel,Success
3464,742,2024-03-12,7987.58,Credit Card,HDFC,Healthcare,Pending
3465,886,2024-05-09,20262.34,Wallet,Amazon Pay,Education,Success
3466,467,2024-08-25,6353.84,UPI,HDFC,Clothing,Pending
3467,666,2024-02-21,7543.31,Debit Card,PNB,Healthcare,Pending
3468,798,2024-08-09,48059.8,Debit Card,Axis,Electronics,Success
3469,792,2024-09-02,28522.35,Credit Card,Axis,Electronics,Pending
3470,448,2024-01-06,12102.15,Wallet,Mobikwik,Electronics,Success
3471,328,2024-09-17,31644.52,Debit Card,SBI,Travel,Success
3472,473,2024-11-09,17672.82,Debit Card,ICICI,Education,Success
3473,991,2024-10-26,70740.88,Net Banking,Axis,Electronics,Failed
3474,204,2024-12-07,7313.78,Cash,N/A,Utilities,Refunded
3475,263,2024-07-12,3337.02,Net Banking,Yes Bank,Entertainment,Success
3476,470,2024-03-14,11479.21,Credit Card,HDFC,Clothing,Success
3477,296,2024-07-20,2382.01,Debit Card,SBI,Travel,Refunded
3478,194,2024-08-02,20172.76,Credit Card,SBI,Furniture,Success
3479,400,2024-04-17,1982.5,Credit Card,HDFC,Food,Success
3480,422,2024-02-03,23574.84,Credit Card,AMEX,Travel,Success
3481,338,2024-12-08,40678.64,Debit Card,Axis,Education,Success
3482,173,2024-08-28,11583.16,Cash,N/A,Healthcare,Success
3483,564,2024-09-26,10082.73,Wallet,Mobikwik,Clothing,Success
3484,821,2024-10-31,11542.09,UPI,Axis,Travel,Success
3485,750,2024-09-17,10027.6,Wallet,Amazon Pay,Healthcare,Success
3486,742,2024-06-02,2219.29,Credit Card,Kotak,Healthcare,Success
3487,926,2024-05-07,45306.15,UPI,PNB,Education,Success
3488,970,2024-07-30,2154.53,Debit Card,ICICI,Groceries,Success
3489,983,2024-11-15,47450.34,Wallet,Paytm,Education,Failed
3490,704,2024-08-11,4093.8,Credit Card,SBI,Groceries,Success
3491,242,2024-06-19,679.31,Credit Card,SBI,Entertainment,Pending
3492,771,2024-07-21,22188.83,Net Banking,HDFC,Furniture,Success
3493,165,2024-03-25,880.04,Debit Card,Axis,Entertainment,Success
3494,617,2024-02-21,7043.67,Wallet,Paytm,Electronics,Success
3495,324,2024-09-09,74782.75,Wallet,PhonePe,Electronics,Refunded
3496,754,2024-08-29,683.73,Debit Card,ICICI,Clothing,Success
3497,612,2024-07-01,9664.5,Credit Card,Axis,Furniture,Success
3498,204,2024-10-25,79060.68,Cash,N/A,Electronics,Failed
3499,194,2024-03-28,4138.54,Net Banking,SBI,Groceries,Success
3500,777,2024-11-11,809.66,Cash,N/A,Utilities,Success
3501,374,2024-11-06,3232.14,Wallet,Mobikwik,Healthcare,Success
3502,710,2024-04-24,737.47,Debit Card,BOB,Healthcare,Success
3503,680,2024-08-19,4763.35,Debit Card,ICICI,Entertainment,Success
3504,267,2024-08-02,39774.6,Debit Card,BOB,Travel,Success
3505,227,2024-08-24,10607.87,UPI,SBI,Clothing,Success
3506,529,2024-03-16,79858.94,Credit Card,ICICI,Electronics,Success
3507,171,2024-06-19,2938.42,Wallet,Amazon Pay,Entertainment,Success
3508,325,2024-11-25,7320.87,Debit Card,BOB,Utilities,Success
3509,680,2024-12-01,760.21,Net Banking,HDFC,Food,Success
3510,658,2024-01-17,7852.23,Net Banking,Axis,Healthcare,Success
3511,993,2024-12-29,2303.1,Debit Card,BOB,Entertainment,Refunded
3512,670,2024-12-03,4794.52,Cash,N/A,Entertainment,Success
3513,448,2024-05-08,556.76,Debit Card,HDFC,Groceries,Success
3514,928,2024-05-02,6078.83,Debit Card,HDFC,Utilities,Success
3515,755,2024-01-20,1281.5,Wallet,GooglePay,Food,Failed
3516,173,2024-06-21,253.96,Cash,N/A,Food,Success
3517,473,2024-12-14,2807.12,Net Banking,Kotak,Utilities,Refunded
3518,165,2024-11-09,21916.4,Wallet,Paytm,Travel,Success
3519,405,2024-10-29,2972.91,Net Banking,SBI,Utilities,Success
3520,381,2024-07-27,63077.23,UPI,Axis,Furniture,Failed
3521,755,2024-08-25,57617.87,Debit Card,Axis,Furniture,Success
3522,733,2024-06-02,1642.64,Wallet,Mobikwik,Food,Success
3523,733,2024-01-03,2369.29,Credit Card,SBI,Utilities,Success
3524,754,2024-08-08,1919.34,Debit Card,Axis,Food,Failed
3525,538,2024-08-01,1028.42,Wallet,GooglePay,Food,Failed
3526,907,2024-01-27,49448.99,Credit Card,Kotak,Education,Success
3527,146,2024-02-29,46303.77,Net Banking,Kotak,Travel,Success
3528,320,2024-10-06,1006.3,Net Banking,SBI,Travel,Success
3529,487,2024-09-02,243.95,Wallet,GooglePay,Food,Success
3530,777,2024-12-09,8369.96,Net Banking,HDFC,Healthcare,Success
3531,970,2024-02-19,6258.9,Cash,N/A,Healthcare,Success
3532,263,2024-03-03,1909.49,UPI,ICICI,Food,Refunded
3533,986,2024-08-19,695.05,Cash,N/A,Entertainment,Success
3534,422,2024-12-08,28551.76,UPI,ICICI,Furniture,Failed
3535,786,2024-03-31,4052.35,Cash,N/A,Groceries,Success
3536,490,2024-02-14,13402.22,Debit Card,HDFC,Electronics,Success
3537,915,2024-09-30,24090.91,Wallet,GooglePay,Travel,Success
3538,646,2024-08-09,64678.37,Net Banking,HDFC,Electronics,Success
3539,490,2024-11-22,38786.44,Wallet,Paytm,Education,Refunded
3540,482,2024-04-26,28094.16,Net Banking,Axis,Education,Success
3541,763,2024-04-11,120.94,Credit Card,HDFC,Food,Success
3542,381,2024-12-06,3278.71,Net Banking,Yes Bank,Entertainment,Failed
3543,203,2024-08-25,11159.33,UPI,Kotak,Electronics,Success
3544,431,2024-02-29,14441.26,Net Banking,Kotak,Furniture,Refunded
3545,998,2024-06-23,50183.25,UPI,PNB,Electronics,Success
3546,978,2024-10-01,1537.91,UPI,SBI,Groceries,Pending
3547,756,2024-03-11,16332.3,Credit Card,Axis,Healthcare,Success
3548,376,2024-02-08,3701.47,Net Banking,ICICI,Utilities,Success
3549,488,2024-01-12,1963.45,Debit Card,HDFC,Food,Success
3550,928,2024-09-25,60355.05,UPI,ICICI,Furniture,Success
3551,733,2024-06-19,4453.2,Credit Card,Kotak,Entertainment,Success
3552,338,2024-04-28,589.2,Cash,N/A,Food,Failed
3553,697,2024-10-22,3042.34,Cash,N/A,Utilities,Success
3554,573,2024-01-21,18384.88,Net Banking,SBI,Healthcare,Success
3555,470,2024-01-27,1217.46,Cash,N/A,Clothing,Success
3556,835,2024-01-22,40570.28,Net Banking,Kotak,Education,Success
3557,814,2024-10-29,8960.74,Credit Card,HDFC,Utilities,Success
3558,444,2024-11-28,70369.05,UPI,PNB,Furniture,Failed
3559,316,2024-04-21,2706.67,Wallet,Mobikwik,Clothing,Success
3560,488,2024-01-03,8763.22,Cash,N/A,Utilities,Success
3561,649,2024-01-31,1133.94,Wallet,Amazon Pay,Groceries,Success
3562,974,2024-05-29,767.43,Cash,N/A,Entertainment,Pending
3563,146,2024-05-17,30934.33,UPI,PNB,Travel,Success
3564,845,2024-11-05,571.91,UPI,Axis,Education,Success
3565,265,2024-05-09,8733.92,Wallet,Mobikwik,Clothing,Success
3566,956,2024-05-07,10723.81,Credit Card,ICICI,Clothing,Success
3567,902,2024-02-06,751.51,Credit Card,Axis,Groceries,Refunded
3568,193,2024-01-02,35946.65,Wallet,Paytm,Travel,Success
3569,479,2024-04-15,7646.99,Wallet,Paytm,Education,Failed
3570,564,2024-07-29,3331.65,Wallet,GooglePay,Groceries,Success
3571,199,2024-11-21,3260.37,Debit Card,HDFC,Clothing,Failed
3572,907,2024-05-04,24701.22,Debit Card,PNB,Education,Success
3573,754,2024-08-09,8350.95,UPI,PNB,Education,Success
3574,777,2024-04-14,641.04,Debit Card,HDFC,Groceries,Success
3575,320,2024-08-06,972.81,Cash,N/A,Food,Success
3576,314,2024-06-04,22632.35,Wallet,GooglePay,Travel,Failed
3577,646,2024-05-18,7309.18,Net Banking,HDFC,Clothing,Success
3578,649,2024-11-26,19536.79,Cash,N/A,Education,Success
3579,405,2024-07-08,2622.63,UPI,ICICI,Utilities,Failed
3580,991,2024-06-07,199.47,Cash,N/A,Groceries,Success
3581,171,2024-05-09,37959.52,Wallet,Mobikwik,Travel,Failed
3582,193,2024-09-28,9487.29,Cash,N/A,Clothing,Success
3583,350,2024-06-16,4255.29,Debit Card,SBI,Utilities,Success
3584,444,2024-02-25,14445.53,Net Banking,ICICI,Healthcare,Success
3585,691,2024-10-27,31553.7,Wallet,Mobikwik,Travel,Success
3586,373,2024-02-19,2412.09,Credit Card,ICICI,Groceries,Success
3587,266,2024-07-01,38066.86,Cash,N/A,Education,Success
3588,801,2024-10-14,1394.97,UPI,Kotak,Food,Pending
3589,570,2024-07-29,449.67,Net Banking,Kotak,Food,Refunded
3590,195,2024-02-22,4468.68,Credit Card,ICICI,Utilities,Success
3591,370,2024-07-08,3410.96,UPI,Kotak,Electronics,Success
3592,821,2024-11-25,89090.35,Credit Card,HDFC,Furniture,Success
3593,649,2024-11-09,7934.06,Debit Card,Axis,Electronics,Success
3594,641,2024-05-03,978.22,Debit Card,Axis,Food,Success
3595,643,2024-12-22,1856.15,Net Banking,HDFC,Food,Failed
3596,750,2024-02-21,40544.19,Credit Card,Kotak,Electronics,Success
3597,324,2024-12-22,4679.81,Net Banking,Kotak,Entertainment,Success
3598,328,2024-02-19,3114.78,Debit Card,HDFC,Furniture,Success
3599,814,2024-04-29,1478.26,Credit Card,ICICI,Food,Success
3600,333,2024-08-23,1340.24,Credit Card,Kotak,Food,Success
3601,529,2024-04-14,3172.94,Debit Card,BOB,Entertainment,Success
3602,915,2024-02-02,7211.2,UPI,HDFC,Clothing,Success
3603,651,2024-03-30,631.77,Credit Card,ICICI,Groceries,Success
3604,755,2024-02-25,1223.36,Credit Card,Axis,Groceries,Success
3605,208,2024-10-11,9504.67,Cash,N/A,Utilities,Pending
3606,814,2024-10-31,6639.11,Credit Card,SBI,Utilities,Success
3607,165,2024-08-15,6383.03,Cash,N/A,Healthcare,Pending
3608,600,2024-01-11,20469.06,Net Banking,Kotak,Travel,Success
3609,127,2024-10-24,63829.84,Credit Card,HDFC,Electronics,Success
3610,612,2024-09-30,45025.16,Net Banking,Yes Bank,Electronics,Success
3611,973,2024-03-10,1060.01,Cash,N/A,Food,Failed
3612,227,2024-01-26,8597.2,Cash,N/A,Utilities,Success
3613,508,2024-02-12,2672.87,UPI,ICICI,Entertainment,Success
3614,697,2024-03-10,851.47,Net Banking,HDFC,Clothing,Success
3615,926,2024-12-23,41677.43,Cash,N/A,Electronics,Success
3616,405,2024-11-20,893.55,Debit Card,PNB,Utilities,Success
3617,296,2024-06-21,114.56,UPI,SBI,Food,Failed
3618,915,2024-01-13,213.09,Credit Card,AMEX,Food,Failed
3619,212,2024-02-11,55192.53,Net Banking,SBI,Electronics,Success
3620,369,2024-11-27,380.51,Wallet,Mobikwik,Entertainment,Success
3621,925,2024-06-29,1957.32,UPI,Kotak,Entertainment,Success
3622,652,2024-05-29,3269.56,Cash,N/A,Healthcare,Success
3623,193,2024-10-03,14715.6,Cash,N/A,Education,Success
3624,713,2024-05-27,6254.38,UPI,ICICI,Utilities,Success
3625,792,2024-09-16,2389.83,UPI,Kotak,Groceries,Success
3626,907,2024-05-13,19081.42,Wallet,GooglePay,Travel,Success
3627,998,2024-09-21,10647.7,Net Banking,Axis,Healthcare,Success
3628,649,2024-07-30,12005.96,Cash,N/A,Clothing,Refunded
3629,763,2024-12-04,764.11,Credit Card,Kotak,Food,Success
3630,792,2024-10-09,1268.78,UPI,Axis,Food,Success
3631,376,2024-11-04,56267.98,Cash,N/A,Furniture,Failed
3632,381,2024-11-15,1929.19,UPI,SBI,Utilities,Success
3633,658,2024-03-03,1338.79,Cash,N/A,Groceries,Pending
3634,974,2024-01-03,12549.01,Debit Card,BOB,Healthcare,Success
3635,680,2024-09-12,25928.47,Net Banking,Yes Bank,Travel,Failed
3636,974,2024-11-27,32276.84,Credit Card,ICICI,Electronics,Success
3637,106,2024-12-22,3133.47,Debit Card,BOB,Groceries,Success
3638,605,2024-11-26,8212.06,Credit Card,HDFC,Healthcare,Success
3639,804,2024-03-07,3639.02,Cash,N/A,Entertainment,Success
3640,978,2024-05-08,37226.24,UPI,Axis,Electronics,Success
3641,641,2024-07-18,5449.21,Debit Card,ICICI,Clothing,Failed
3642,792,2024-04-05,3964.43,Wallet,GooglePay,Groceries,Success
3643,545,2024-04-05,3914.27,Wallet,Paytm,Healthcare,Success
3644,316,2024-07-12,8282.71,Debit Card,ICICI,Healthcare,Success
3645,974,2024-09-15,1555.47,Wallet,Paytm,Food,Success
3646,930,2024-12-23,5235.59,Debit Card,ICICI,Utilities,Success
3647,384,2024-08-26,83343.58,UPI,PNB,Furniture,Success
3648,204,2024-05-28,1986.6,Debit Card,HDFC,Food,Success
3649,370,2024-04-16,1052.21,Cash,N/A,Entertainment,Success
3650,619,2024-03-03,3669.41,Credit Card,HDFC,Groceries,Success
3651,208,2024-11-03,26547.47,Wallet,Paytm,Education,Success
3652,710,2024-04-11,29787.89,Wallet,PhonePe,Travel,Success
3653,384,2024-07-26,4997.27,UPI,Axis,Entertainment,Failed
3654,998,2024-02-09,73491.37,Cash,N/A,Electronics,Failed
3655,564,2024-07-18,37206.19,Cash,N/A,Electronics,Failed
3656,405,2024-09-25,70.81,Credit Card,ICICI,Food,Failed
3657,242,2024-10-27,27099.78,Net Banking,SBI,Electronics,Success
3658,959,2024-09-25,526.55,Net Banking,ICICI,Food,Success
3659,612,2024-09-11,14612.3,Cash,N/A,Healthcare,Refunded
3660,755,2024-01-02,68331.95,Net Banking,ICICI,Furniture,Success
3661,463,2024-03-09,198.69,Cash,N/A,Food,Failed
3662,862,2024-11-23,29396.78,Cash,N/A,Furniture,Success
3663,993,2024-09-28,17476.04,UPI,Kotak,Education,Success
3664,488,2024-04-09,12261.21,Credit Card,ICICI,Clothing,Success
3665,569,2024-03-16,19591.32,Debit Card,ICICI,Electronics,Success
3666,323,2024-02-17,18682.18,Wallet,GooglePay,Healthcare,Success
3667,369,2024-07-27,1667.69,Wallet,Paytm,Food,Failed
3668,266,2024-05-01,46811.82,Net Banking,Axis,Education,Refunded
3669,482,2024-01-24,6967.49,UPI,PNB,Utilities,Success
3670,826,2024-01-10,1890.5,UPI,Kotak,Food,Pending
3671,970,2024-07-18,4434.24,UPI,SBI,Groceries,Success
3672,261,2024-08-21,25970.07,Wallet,PhonePe,Electronics,Success
3673,259,2024-04-21,17960.12,Debit Card,SBI,Healthcare,Failed
3674,246,2024-10-08,6656.36,UPI,Axis,Clothing,Success
3675,317,2024-08-05,6477.09,Credit Card,Kotak,Utilities,Success
3676,862,2024-05-15,15018.3,UPI,SBI,Healthcare,Success
3677,508,2024-01-03,9852.95,Credit Card,Axis,Utilities,Success
3678,835,2024-12-07,7392.92,Cash,N/A,Utilities,Success
3679,718,2024-04-29,3111.09,UPI,SBI,Entertainment,Success
3680,763,2024-08-19,1231.08,UPI,Kotak,Food,Success
3681,241,2024-10-24,64361.28,Debit Card,Axis,Electronics,Success
3682,381,2024-12-31,49598.76,Cash,N/A,Education,Success
3683,796,2024-12-27,62753.78,Wallet,Amazon Pay,Furniture,Failed
3684,605,2024-07-11,16622.62,Wallet,Mobikwik,Healthcare,Failed
3685,482,2024-12-12,4937.91,Cash,N/A,Education,Success
3686,799,2024-10-23,3220.21,Cash,N/A,Groceries,Success
3687,241,2024-02-22,523.34,Cash,N/A,Healthcare,Success
3688,194,2024-03-30,5685.24,Credit Card,Axis,Travel,Failed
3689,119,2024-08-08,2863.18,UPI,Axis,Groceries,Success
3690,350,2024-10-12,8172.54,Wallet,Paytm,Education,Success
3691,755,2024-01-16,9108.77,Credit Card,Axis,Education,Success
3692,998,2024-04-26,6106.64,Debit Card,BOB,Utilities,Success
3693,970,2024-11-28,44956.54,Cash,N/A,Travel,Success
3694,889,2024-01-09,16577.47,Debit Card,PNB,Healthcare,Pending
3695,529,2024-03-13,61390.69,Debit Card,SBI,Furniture,Success
3696,877,2024-07-26,76547.42,Cash,N/A,Furniture,Success
3697,470,2024-02-17,3886.1,Net Banking,ICICI,Utilities,Success
3698,195,2024-04-20,1145.5,Net Banking,SBI,Food,Success
3699,261,2024-03-15,40419.45,Debit Card,Axis,Travel,Success
3700,652,2024-03-02,16881.83,Debit Card,PNB,Healthcare,Success
3701,227,2024-10-27,17010.29,Debit Card,BOB,Healthcare,Pending
3702,242,2024-03-25,37740.48,UPI,SBI,Education,Success
3703,371,2024-08-10,39676.63,Net Banking,SBI,Furniture,Refunded
3704,986,2024-07-17,2100.38,UPI,PNB,Utilities,Success
3705,165,2024-06-20,143.44,UPI,Axis,Food,Success
3706,165,2024-11-27,1694.08,Wallet,Mobikwik,Healthcare,Success
3707,973,2024-06-13,933.62,Credit Card,AMEX,Food,Success
3708,212,2024-08-14,3172.19,UPI,PNB,Groceries,Success
3709,666,2024-05-23,434.68,Net Banking,Axis,Healthcare,Success
3710,171,2024-07-19,1061.09,Net Banking,HDFC,Clothing,Success
3711,713,2024-07-29,9025.42,Debit Card,SBI,Clothing,Success
3712,127,2024-09-08,46180.03,UPI,HDFC,Education,Success
3713,957,2024-02-04,552.43,Cash,N/A,Healthcare,Success
3714,194,2024-04-11,22857.16,UPI,HDFC,Travel,Refunded
3715,203,2024-07-02,3198.75,Net Banking,SBI,Clothing,Success
3716,338,2024-08-25,449.59,Credit Card,AMEX,Food,Success
3717,957,2024-03-24,790.67,Credit Card,SBI,Food,Success
3718,371,2024-12-08,748.55,Net Banking,Kotak,Entertainment,Success
3719,463,2024-07-11,15635.78,Net Banking,SBI,Electronics,Pending
3720,538,2024-05-31,5365.51,UPI,PNB,Healthcare,Refunded
3721,148,2024-06-14,324.66,Net Banking,ICICI,Food,Success
